sn,npv_oc_all,sg_com_min,sg_com_max,cv_com,med_hh_inc,caz_tot_hh,sg_ided_hh,uncomp_hh,full_comp_hh,carbon
1,2375,101,173,79,233,9837,2500,1012,0,110000000
